0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,prediction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8535730242729187,0.8254100680351257,-2.070556206490437e-07,0.7919057011604309,0.7936699986457825,-0.015381417237222195,0.7410030364990234,0.7302931547164917,-0.029679542407393456,0.707085132598877,0.6872154474258423,-0.04625912755727768,0.6731955409049988,0.6678783893585205,-0.061760205775499344,0.784998893737793,0.6177138090133667,-0.01033475436270237,0.7800683975219727,0.5299555659294128,-0.040304526686668396,0.7756498456001282,0.5324702262878418,-0.06570462137460709,0.7716319561004639,0.5597296357154846,-0.07935439050197601,0.8261350989341736,0.6162930727005005,-0.019733965396881104,0.8323425054550171,0.5282865166664124,-0.04440974444150925,0.8244141340255737,0.5302138328552246,-0.060980599373579025,0.8146612644195557,0.5565811991691589,-0.06974181532859802,0.8652979135513306,0.6316202878952026,-0.03349640965461731,0.8742454648017883,0.5507723689079285,-0.052680984139442444,0.8654996752738953,0.5545464754104614,-0.056022487580776215,0.8535028100013733,0.5770853161811829,-0.05638128146529198,0.9023352265357971,0.6599797010421753,-0.04951641708612442,0.9075598120689392,0.5989632606506348,-0.060921065509319305,0.9006724953651428,0.6001364588737488,-0.05709926411509514,0.8905767798423767,0.617554783821106,-0.05283956602215767,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8516150116920471,0.758506715297699,1.6378015743612195e-07,0.7868040800094604,0.7345729470252991,-0.01607542298734188,0.7321382761001587,0.6924564242362976,-0.02961738221347332,0.7063579559326172,0.6555047631263733,-0.045765455812215805,0.7242655754089355,0.6352227926254272,-0.059895094484090805,0.759131908416748,0.5491983890533447,0.0032454016618430614,0.7554022073745728,0.4705241918563843,-0.020507831126451492,0.744721531867981,0.4560573101043701,-0.04393129050731659,0.73478102684021,0.4765920042991638,-0.056467048823833466,0.7975574731826782,0.5369686484336853,-0.0033046132884919643,0.7990962862968445,0.44933176040649414,-0.022438229992985725,0.790235161781311,0.4413177967071533,-0.04018489643931389,0.7822058796882629,0.4716869592666626,-0.04838978871703148,0.83479905128479,0.5410738587379456,-0.014413196593523026,0.8336817622184753,0.45835161209106445,-0.027870003134012222,0.8261044025421143,0.45787620544433594,-0.03364359214901924,0.8199194073677063,0.4894627034664154,-0.03387882187962532,0.8707895278930664,0.5603386759757996,-0.028212159872055054,0.8682647943496704,0.4901253581047058,-0.036808401346206665,0.8629774451255798,0.483725368976593,-0.03516962751746178,0.860821008682251,0.5021218061447144,-0.03037877567112446,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8424738049507141,0.6952527165412903,1.9654549987535574e-07,0.7769855260848999,0.6874752044677734,-0.0240179356187582,0.7214375734329224,0.6416683793067932,-0.04150661826133728,0.6912170648574829,0.5978607535362244,-0.06103149428963661,0.7262536287307739,0.5818994045257568,-0.07894155383110046,0.7415914535522461,0.48934265971183777,-0.0050213816575706005,0.7394862174987793,0.40905049443244934,-0.0319565087556839,0.722760021686554,0.3891688883304596,-0.05945740267634392,0.7109771370887756,0.41072601079940796,-0.07661723345518112,0.7780590057373047,0.4770185053348541,-0.009645042009651661,0.7776191830635071,0.38091766834259033,-0.03536323085427284,0.7633991837501526,0.37786710262298584,-0.06250160932540894,0.7565874457359314,0.42177414894104004,-0.07797246426343918,0.8140472173690796,0.4818419814109802,-0.018742771819233894,0.8135589361190796,0.38742002844810486,-0.03642706200480461,0.7992165684700012,0.38676661252975464,-0.05233020707964897,0.7950720191001892,0.4323895573616028,-0.05990905314683914,0.8519566059112549,0.5012418031692505,-0.030970005318522453,0.8467645645141602,0.425601065158844,-0.04347767308354378,0.8370587229728699,0.4176732897758484,-0.05143656209111214,0.8347474336624146,0.4478498697280884,-0.0544908307492733,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8312238454818726,0.663878858089447,8.21873200607115e-08,0.768800675868988,0.6646263003349304,-0.028870465233922005,0.7142730951309204,0.6190389394760132,-0.0506562776863575,0.6861473917961121,0.574617326259613,-0.07383693754673004,0.7209872603416443,0.5553884506225586,-0.09500221908092499,0.7405335903167725,0.47342726588249207,-0.019649550318717957,0.7388595342636108,0.390471488237381,-0.05303618684411049,0.7238180637359619,0.37273645401000977,-0.08229048550128937,0.7163918614387512,0.39678072929382324,-0.09973368793725967,0.776792585849762,0.4619893729686737,-0.023760799318552017,0.7789381146430969,0.3585418462753296,-0.05756177008152008,0.7641780972480774,0.3617548644542694,-0.08345238864421844,0.758817732334137,0.4105656147003174,-0.09631353616714478,0.8111252784729004,0.46770739555358887,-0.03254666551947594,0.8127403855323792,0.37115737795829773,-0.05512899532914162,0.7979141473770142,0.37551116943359375,-0.06649624556303024,0.7949745059013367,0.42200028896331787,-0.06963220983743668,0.8482110500335693,0.4868645668029785,-0.045082978904247284,0.8432835340499878,0.40813276171684265,-0.059929199516773224,0.8326531052589417,0.4033709764480591,-0.06587395071983337,0.8281635046005249,0.4361293315887451,-0.06696413457393646,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8315064311027527,0.6643577814102173,3.6319733887069106e-09,0.7705686688423157,0.6631011962890625,-0.026268817484378815,0.7163055539131165,0.6200370788574219,-0.04573972150683403,0.68882155418396,0.5781797170639038,-0.06694196164608002,0.7200127243995667,0.5573180913925171,-0.08613757789134979,0.7438117861747742,0.47327059507369995,-0.012361683882772923,0.7383663058280945,0.39469462633132935,-0.04403030872344971,0.722331166267395,0.3768942654132843,-0.07301611453294754,0.7147440314292908,0.4003600478172302,-0.09036119282245636,0.7801651954650879,0.4602386951446533,-0.018096663057804108,0.7841005325317383,0.3592698276042938,-0.05132454261183739,0.7671734690666199,0.36339491605758667,-0.07773847877979279,0.7609105110168457,0.41445472836494446,-0.09036996960639954,0.8146908283233643,0.4645966589450836,-0.028614558279514313,0.817863941192627,0.3683655261993408,-0.05053811892867088,0.8004969954490662,0.37374284863471985,-0.0620775930583477,0.7968751192092896,0.42015665769577026,-0.06511346995830536,0.8510854244232178,0.48406895995140076,-0.0428093820810318,0.845845103263855,0.4089678227901459,-0.05601903423666954,0.8345860838890076,0.4047054648399353,-0.061039797961711884,0.8322011828422546,0.4349544942378998,-0.06157272309064865,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8325915336608887,0.6629047393798828,-7.516429256781976e-09,0.7723463177680969,0.6604166030883789,-0.024265140295028687,0.7181285619735718,0.6161482334136963,-0.04268075153231621,0.6914702653884888,0.5723105072975159,-0.06303852796554565,0.7246094346046448,0.5549736618995667,-0.08154990524053574,0.7451845407485962,0.4710274636745453,-0.010321511887013912,0.7421267032623291,0.3929136395454407,-0.04062793776392937,0.727666437625885,0.37586572766304016,-0.06855317205190659,0.7207078337669373,0.39873006939888,-0.08533155918121338,0.7815524339675903,0.4591827392578125,-0.016186391934752464,0.786423921585083,0.35934001207351685,-0.048334188759326935,0.7710778117179871,0.3643700182437897,-0.07377631217241287,0.7653884887695312,0.41429975628852844,-0.08574400097131729,0.8157839775085449,0.4640868902206421,-0.026581434532999992,0.8197730779647827,0.3683958053588867,-0.04757920280098915,0.8035834431648254,0.3745962381362915,-0.05878905951976776,0.7999194264411926,0.4204973876476288,-0.06169087812304497,0.8522324562072754,0.48390328884124756,-0.04041174799203873,0.847369372844696,0.408610463142395,-0.05259080231189728,0.8363813161849976,0.4047389626502991,-0.05711863934993744,0.833334743976593,0.43453502655029297,-0.057522524148225784,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8272709846496582,0.6536225080490112,5.347653697640453e-08,0.7703524827957153,0.6383947134017944,-0.020605234429240227,0.7236522436141968,0.5929274559020996,-0.03703359514474869,0.7073639035224915,0.5446470379829407,-0.05579666048288345,0.7216329574584961,0.5051422715187073,-0.07295794039964676,0.743755042552948,0.4581408202648163,-0.009116263128817081,0.7397180795669556,0.39167290925979614,-0.03575071692466736,0.7330939769744873,0.36900681257247925,-0.059135764837265015,0.7285608053207397,0.37312814593315125,-0.07375998795032501,0.782042384147644,0.4486369788646698,-0.0181096401065588,0.792543351650238,0.35035455226898193,-0.05149136111140251,0.780211865901947,0.35929661989212036,-0.0729488953948021,0.7709353566169739,0.3974493741989136,-0.08136968314647675,0.8172844052314758,0.45750167965888977,-0.03097938373684883,0.8219909071922302,0.3711705207824707,-0.0588337667286396,0.811720609664917,0.41158151626586914,-0.06110029295086861,0.8087754249572754,0.45957300066947937,-0.05598258227109909,0.8542080521583557,0.4824987053871155,-0.04638964310288429,0.8493645191192627,0.4167903661727905,-0.06391806900501251,0.8421968817710876,0.448552668094635,-0.059913795441389084,0.8427056074142456,0.48848116397857666,-0.052808914333581924,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184335827827454,0.644763708114624,1.6928127877235966e-07,0.7727891206741333,0.6162809729576111,-0.013696020469069481,0.7435181736946106,0.560011625289917,-0.024524519219994545,0.7672653794288635,0.5137059688568115,-0.03792368248105049,0.8025085926055908,0.48620283603668213,-0.049933139234781265,0.7484256029129028,0.44625335931777954,-0.006214088760316372,0.7363610863685608,0.3812769055366516,-0.031216466799378395,0.732316792011261,0.3619471788406372,-0.04859514534473419,0.7303029894828796,0.3690229058265686,-0.05657251179218292,0.7884521484375,0.4444885551929474,-0.013819318264722824,0.8016309142112732,0.36123475432395935,-0.038910675793886185,0.8011980056762695,0.3553006649017334,-0.0514923632144928,0.8002087473869324,0.3703339099884033,-0.05372871831059456,0.8244529962539673,0.4620438516139984,-0.025226954370737076,0.8200996518135071,0.4538412392139435,-0.049945712089538574,0.8039638996124268,0.5008707642555237,-0.05402596294879913,0.7947825193405151,0.5295478105545044,-0.04923997446894646,0.8537934422492981,0.49203404784202576,-0.0381806381046772,0.8445544242858887,0.49144884943962097,-0.05087415128946304,0.827909529209137,0.5292732119560242,-0.047031547874212265,0.818205714225769,0.5504013299942017,-0.04043259099125862,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157489895820618,0.6611146330833435,-8.905102788503427e-08,0.7655611634254456,0.6380534172058105,-0.03246621415019035,0.7336134910583496,0.6041026711463928,-0.06025250256061554,0.7463309168815613,0.6023522019386292,-0.08671866357326508,0.7794786095619202,0.6001409888267517,-0.11068689823150635,0.7735165357589722,0.46965980529785156,-0.045109424740076065,0.7637105584144592,0.4157257378101349,-0.08978311717510223,0.754082202911377,0.44010284543037415,-0.11527454853057861,0.7513799071311951,0.4604470729827881,-0.12716913223266602,0.8215492367744446,0.4747421145439148,-0.0490405410528183,0.8417278528213501,0.42450323700904846,-0.0974951758980751,0.8215580582618713,0.4718897044658661,-0.11189346015453339,0.8044965267181396,0.5070528984069824,-0.11007033288478851,0.8532917499542236,0.5020313262939453,-0.05828282609581947,0.834380030632019,0.5407015085220337,-0.09700807183980942,0.805603563785553,0.5845004916191101,-0.1028570830821991,0.7878838777542114,0.5928471684455872,-0.09732969105243683,0.8667476177215576,0.5390501618385315,-0.07022948563098907,0.8404433727264404,0.5931061506271362,-0.09133017063140869,0.8177279233932495,0.620651125907898,-0.09284983575344086,0.8033763766288757,0.616824746131897,-0.08883227407932281,Ê
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157619833946228,0.6505739092826843,-8.246949789736391e-08,0.7717830538749695,0.6400671005249023,-0.03112366795539856,0.7413359880447388,0.6085140705108643,-0.05732812359929085,0.7676880359649658,0.5976963043212891,-0.08180563896894455,0.8154841661453247,0.5950706005096436,-0.10277322679758072,0.7545569539070129,0.4843919277191162,-0.040120210498571396,0.7464839816093445,0.41064345836639404,-0.08406456559896469,0.742466926574707,0.44221460819244385,-0.1094622015953064,0.744309663772583,0.48717787861824036,-0.1217067614197731,0.7993274331092834,0.48241788148880005,-0.04391227290034294,0.8273797631263733,0.4091895818710327,-0.09200917184352875,0.8150110840797424,0.4705818295478821,-0.10648983716964722,0.8009877800941467,0.5158557295799255,-0.10468954592943192,0.8327389359474182,0.501563549041748,-0.0526515357196331,0.8454306721687317,0.48011505603790283,-0.08819317072629929,0.8167612552642822,0.5346933007240295,-0.0866437554359436,0.7951789498329163,0.551179826259613,-0.07804393768310547,0.8608242869377136,0.5326012969017029,-0.064658023416996,0.851509690284729,0.571866512298584,-0.0874362364411354,0.8265872001647949,0.6101678013801575,-0.08865389227867126,0.8102355599403381,0.6117488145828247,-0.0849994495511055,Ê
